索引=32(2位鱼线组号)（1位0~8客户端表/9服务端表）（1位序号）000 ,鱼id,帧,轨迹
320502453,100000005,7296,3334
320503144,100000050,2122,3334
320502454,100000005,7296,773
320502455,100000016,7296,661
320506066,100,908,2012
320504209,100000010,3301,9992
320502456,100000005,7296,11121
320503173,100000014,2582,1563
320502458,100,7363,2112
320504692,100,11796,2113
320506411,100000014,6301,6663
320502459,100,7363,2029
320505561,100000015,9302,11121
320506268,100000014,4144,15
320502461,100000051,7363,553
320503152,100,2263,2036
320504717,100000014,12281,7776
320506574,100000014,9099,7775
320502462,100,7437,2001
320502463,100000016,7479,3334
320502466,100,7502,2041
320505407,100,6765,2124
320502467,100000050,7502,5550
320502468,100000158,7578,17
320502469,100000201,7603,15
320503288,100000013,4281,3333
320505254,100,4156,2013
320503102,100000013,1502,11112
320502471,100000101,7657,7771
320504065,100,1031,2118
320502472,100000014,7755,13
320502475,100,7801,2127
320502476,100000012,7802,7774
320506124,100000013,1801,19
320505417,100000016,6984,6660
320502477,100,7812,2116
320503168,100000013,2447,11127
320504701,100000013,11984,6660
320506558,100000012,8745,1
320502478,100000012,7819,7773
320506040,100000008,557,3336
320504191,100,3100,2118
320502482,100000016,7859,336
320502483,100000016,7859,337
320505568,100000013,9412,7775
320502484,100000016,7859,330
320506035,100000015,406,661
320504694,100,11838,2045
320502485,100000015,7859,334
320503176,100000015,2582,11122
320502486,100000016,7859,333
320504186,100000014,3003,7774
320506439,100000014,6901,7774
320502487,100,7872,2046
320502488,100,7945,2053
320505218,100000011,3579,9990
320502491,100000010,7945,770
320505225,100,3759,2003
320506444,100000013,6984,770
320502492,100000013,7945,553
320502493,100000013,7945,332
320503184,100000050,2702,5553
320502494,100,7968,2116
320502498,100000016,8101,7771
320506174,100000050,2582,9992
320502499,100000014,8101,773
320502500,100000016,8101,7776
320502501,100000011,8101,7770
320503192,100000016,2955,6662
320505223,100000013,3655,3333
320502502,100000012,8101,8880
320502503,100000012,8101,335
320502504,100000016,8101,8881
320502507,100000101,8102,5553
320502508,100000051,8102,3331
320502509,100000011,8104,7775
320503200,100000015,2955,11127
320506163,100000050,2401,337
320502510,100000013,8259,3332
320505661,100000008,11084,334
320502514,100000016,8259,11112
320502515,100000012,8279,7774
320502516,100000014,8400,12
320506164,100000051,2401,333
320502517,100,8401,2017
320503208,100,3002,2007
320502518,100000016,8401,7776
320502519,100000302,8402,663
320506680,100000015,10711,11124
320502520,100,8402,2008
320503237,100,3515,2110
320505351,100000008,5796,11127
320502523,100000016,8402,3331
320502524,100000016,8402,11113
320502525,100000015,8402,771
320503216,100,3218,2031
320502526,100000015,8402,333
320506255,100,3937,2012
320504008,100000015,0,551
320502529,100000013,8545,3336
320505340,100000101,5701,2
320502530,100000013,8545,5552
320502534,100000011,8590,9993
320502535,100,8609,2131
320502536,100,8639,2018
320502537,100000007,8639,6660
320502538,100000016,8639,7773
320506054,100,603,2003
320502539,100,8639,2029
320506061,100,812,2143
320502540,100000007,8698,7770
320502541,100,8701,2039
320502545,100000012,8745,1
320502546,100000050,8812,663
320502550,100000011,9001,7774
320502551,100000013,9001,3331
320505467,100000151,7828,774
320502552,100000014,9007,11127
320502553,100000016,9009,11121
320502554,100000010,9099,6661
320502555,100000010,9099,6663
320502556,100000011,9099,7773
320502557,100000014,9099,7775
320505486,100000105,8101,7776
320502561,100,9112,2005
320504433,100000011,7201,3334
320502562,100,9171,2012
320502566,100000013,9225,3330
320505468,100000015,7859,7775
320502567,100,9225,2011
320506297,100000012,4501,11112
320502568,100,9301,2037
320504426,100000016,6984,553
320502569,100000014,9301,663
320506295,100000012,4501,5550
320505630,100000014,10562,663
320502570,100000103,9302,7777
320504452,100,7501,2010
320502571,100000015,9302,8881
320506182,100000051,2701,7773
320504451,100000105,7479,3334
320502572,100000052,9302,11121
320502573,100,9302,2126
320505107,100,1750,2034
320502577,100000013,9412,5550
320502578,100000005,9412,5551
320505593,100000050,9902,552
320502582,100000014,9516,7776
320506300,100000011,4503,9993
320502583,100000104,9516,11122
320504234,100,3890,2021
320502584,100000050,9516,8881
320506615,100,9781,2012
320505284,100000012,4712,7777
320502586,100000016,9561,6660
320502587,100000016,9561,7777
320502588,100000151,9578,5551
320505586,100000011,9901,7774
320502589,100,9601,2045
320502593,100,9718,2056
320502594,100,9750,2007
320506312,100,4801,2005
320502595,100,9781,2035
320502596,100,9812,2029
320506156,100,2263,2036
320505449,100000012,7363,7772
320502598,100000011,9901,7774
320502599,100000015,9902,7775
320502600,100000015,9902,8882
320502601,100000016,9902,11122
320505268,100,4431,2014
320502602,100000011,9902,9991
320502603,100000016,9902,8881
320502604,100000105,9902,11121
320505442,100000015,7296,802
320502605,100000050,9902,552
320502606,100000050,9902,334
320502609,100,9937,2027
320502610,100,9953,2123
320502611,100,10015,2118
320504262,100,4437,2003
320502612,100000012,10023,3333
320502613,100000013,10023,6663
320502614,100000013,10023,5552
320502615,100000012,10023,8881
320502616,100000011,10026,11124
320502617,100,10046,2107
320502618,100000014,10054,14
320502619,100,10081,2009
320502620,100000015,10081,5553
320502621,100000015,10081,7776
320502622,100000016,10081,8880
320502625,100000051,10195,11125
320505421,100000015,6984,11127
320504064,100000001,1016,3334
320502626,100,10198,2056
320502627,100,10201,2009
320502628,100000016,10202,7771
320504187,100000016,3003,7770
320502629,100000013,10281,3336
320502630,100000013,10281,3335
320502631,100000050,10281,3334
320502632,100000050,10281,5552
320505414,100000004,6901,8883
320502633,100000015,10328,6662
320504361,100,6031,2010
320502634,100000015,10328,7773
320502635,100000015,10328,3330
320502636,100,10390,2012
320502637,100000010,10448,7770
320502638,100000011,10448,8880
320504354,100,5882,2044
320502641,100,10484,2011
320502642,100,10501,2153
320504508,100000016,8402,11113
320502643,100000101,10501,6663
320504507,100000008,8402,3331
320506756,100000013,11890,335
320502644,100,10502,2046
320502645,100000014,10502,7775
320505224,100,3718,2150
320504533,100000011,9007,11127
320502646,100000051,10502,7776
320502647,100000012,10502,7770
320505222,100,3625,2018
320502648,100,10503,2050
320502649,100000012,10521,334
320504023,100,235,2150
320506762,100000151,11937,661
320502650,100,10625,2026
320505368,100000016,6100,3336
320504165,100000013,2625,773
320502651,100000014,10700,11
320505383,100000011,6301,7771
320502652,100000016,10711,7772
320504526,100000011,8968,7773
320506765,100000014,12031,11123
320502653,100000014,10711,661
320505521,100000006,8639,7773
320502654,100000015,10711,11122
320502656,100000016,10711,8881
320502657,100000015,10711,11124
320505051,100,604,2052
320502658,100000050,10711,9993
320504364,100000013,6099,3332
320502659,100000051,10711,334
320504363,100000013,6099,3334
320506740,100000011,11701,7774
320502660,100000015,10711,332
320505208,100000015,3301,9991
320504389,100000052,6481,7777
320502662,100,10750,2109
320505062,100000013,1016,6662
320502663,100,10801,2038
320505206,100000012,3301,7774
320502664,100000013,10801,22
320505052,100000012,604,7772
320502665,100000011,10801,7772
320502666,100000013,10801,223
320502667,100000013,10802,3336
320502668,100000011,10802,9993
320504510,100000008,8402,333
320506749,100000015,11765,11122
320502669,100000012,10916,7770
320505377,100000015,6100,9992
320502670,100,10916,2029
320506113,100000014,1654,7777
320502671,100000013,11019,770
320502672,100000013,11019,330
320503005,100000051,0,11123
320506239,100,3759,2003
320505733,100,12359,2121
320502673,100000013,11019,331
320502674,100000104,11084,3336
320505034,100000015,406,661
320502675,100000015,11084,3332
320505041,100000016,557,6661
320502676,100000015,11084,772
320502678,100000015,11084,7777
320505707,100000016,11765,7774
320502679,100000016,11084,220
320502680,100000016,11084,3330
320503013,100,78,2012
320502681,100000015,11084,221
320502682,100000015,11084,334
320502683,100000016,11101,11111
320506045,100000053,557,5554
320504318,100000102,5343,7774
320502684,100,11101,2011
320502685,100,11102,2020
320502687,100000012,11171,6661
320502688,100000301,11171,5551
320503021,100000012,126,9993
320502689,100000012,11171,7778
320502690,100,11173,2003
320502691,100,11265,2119
320502692,100,11401,2052
320504638,100000153,10859,17
320502694,100000051,11401,4
320502695,100000007,11401,6661
320502696,100000010,11401,7771
320503029,100000010,349,6661
320502697,100000013,11401,7776
320505349,100000015,5796,3334
320504120,100,1812,2109
320502698,100000016,11404,3336
320502699,100000016,11404,6660
320502700,100000015,11404,7773
320504115,100000011,1801,3333
320502701,100000016,11404,7774
320502703,100000012,11404,8882
320502704,100000015,11404,11123
320503037,100000015,406,337
320505470,100000016,7859,336
320502705,100000015,11404,11112
320502706,100000053,11409,5553
320505679,100000010,11404,6660
320502707,100000006,11409,3330
320506325,100000011,4961,7775
320505162,100000012,2625,552
320502708,100,11437,2003
320502710,100000016,11526,11112
320506153,100000014,2122,5552
320502711,100,11562,2118
320502712,100000013,11587,13
320506322,100000013,4899,3331
320506151,100000016,2122,3334
320502713,100000050,11587,7773
320502714,100000014,11587,771
320504436,100,7234,2013
320506667,100,10515,2119
320502715,100000014,11587,334
320506166,100000010,2419,3334
320504435,100,7202,2052
320502716,100,11625,2010
320506012,100000016,0,553
320502717,100,11654,2047
320502722,100000103,11701,7774
320506181,100000014,2701,12
320505663,100000016,11101,11111
320502723,100000011,11701,7770
320505146,100000014,2401,663
320502724,100000011,11702,9992
320502727,100000016,11765,7778
320506178,100000013,2625,552
320502728,100000015,11765,7770
320504303,100,5101,2035
320502729,100000015,11765,8882
320502731,100000151,11828,11121
320502732,100,11906,2006
320505673,100000012,11289,7777
320502733,100,11906,2130
320502738,100000013,11968,5554
320506296,100000011,4501,7773
320502739,100000012,11968,11123
320502740,100000012,11968,11121
320502742,100000051,11968,553
320502743,100000301,12046,9992
320502744,100000015,12078,6662
320502745,100000016,12078,3334
320502747,100000015,12078,883
320502748,100,12078,2007
320502749,100000016,12078,8880
320502754,100000102,12171,6663
320502755,100000103,12171,7775
320502756,100,12171,2033
320502758,100000050,12312,6661
320502759,100000016,12312,770
320502760,100,12312,2003
320502761,100000014,12312,7778
320502763,100000050,12312,330
320502764,100000016,12312,221
320502765,100,12390,2029
320505712,100,11831,2055
320506366,100000050,5748,660
320503001,100,0,2055
320503002,100000016,0,6660
320504706,100000050,12046,3336
320503003,100,0,2120
320506433,100,6796,2026
320504713,100000012,12281,7779
320503004,100000014,0,3331
320503007,100000015,0,551
320506251,100000016,3901,7770
320504020,100000012,126,9993
320503008,100000015,0,550
320503009,100000050,0,662
320506042,100000016,557,6661
320504711,100,12093,2031
320503014,100000016,100,7772
320503017,100000013,126,6660
320504340,100000011,5554,7773
320503018,100000011,126,11111
320503019,100000013,126,11110
320503020,100000006,126,551
320506252,100,3901,2005
320505545,100000014,9099,7775
320503023,100000006,126,332
320503024,100000050,136,5554
320503025,100,235,2006
320503030,100000012,349,7775
320504118,100,1802,2049
320503033,100000014,405,663
320506483,100000051,7363,553
320504322,100000012,5390,3333
320503036,100000014,406,661
320503039,100000012,476,2
320505544,100000016,9099,7773
320503041,100000102,557,3336
320503042,100000008,557,3333
320503043,100000016,557,6661
320503044,100000050,557,5552
320505329,100000013,5419,3331
320503049,100000010,557,9992
320503051,100000013,601,18
320506240,100000301,3765,661
320503052,100000013,601,3110
320503053,100000014,601,6660
320503054,100000011,601,3331
320503055,100,602,2054
320503057,100,604,2051
320503058,100000011,604,7773
320504625,100000015,10711,661
320506482,100000050,7363,662
320503059,100,750,2121
320503060,100000012,794,8881
320503061,100,890,2010
320503063,100000011,901,9990
320503065,100,908,2034
320503067,100000011,1016,3334
320503068,100,1084,2046
320503069,100000006,1125,7776
320504106,100000050,1654,335
320503070,100000006,1140,5550
320506487,100000012,7603,15
320503071,100000051,1140,7775
320506189,100000050,2955,5553
320503073,100,1201,2122
320503074,100,1202,2107
320503075,100000008,1203,1563
320503076,100000003,1203,663
320504623,100000014,10700,662
320506472,100000010,7296,773
320503077,100000003,1203,6661
320503079,100000015,1203,336
320503081,100000012,1233,881
320503083,100000013,1281,660
320503084,100000013,1281,550
320503085,100000007,1337,6662
320503086,100000014,1337,3333
320504613,100,10501,2057
320503087,100000007,1337,7800
320504595,100,10198,2056
320503089,100000016,1337,7774
320503090,100000007,1363,3336
320503091,100000010,1363,3335
320503092,100000015,1363,5554
320503093,100000011,1363,11122
320503095,100000051,1363,8881
320503097,100000015,1363,9993
320503099,100,1501,2039
320503100,100000053,1501,5552
320504050,100000013,601,18
320506289,100000015,4485,773
320503101,100000013,1502,7774
320504259,100000016,4390,6661
320503103,100000012,1567,10
320506502,100000016,7859,330
320503105,100000051,1654,220
320505487,100000011,8101,7770
320503106,100000050,1654,335
320506136,100,2062,2112
320503108,100,1703,2040
320505472,100000016,7859,337
320504269,100000013,4501,8881
320503113,100000013,1781,11122
320503115,100000012,1781,8881
320503116,100000102,1781,11121
320503118,100000011,1801,3333
320504243,100000102,4140,6661
320503119,100,1801,2004
320506486,100,7502,2041
320503121,100,1802,2049
320503122,100,1803,2116
320503124,100000010,1889,3335
320503129,100000009,2062,3336
320503131,100,2062,2112
320503132,100000015,2101,3110
320503134,100000015,2101,7770
320503135,100000151,2101,5554
320503137,100000051,2101,221
320506254,100000051,3904,7773
320505600,100000015,10081,7776
320503138,100000012,2112,11
320503140,100000204,2112,661
320503145,100000052,2122,6663
320506755,100000012,11890,336
320504215,100000014,3454,15
320506442,100000050,6901,9992
320503147,100000009,2125,6661
320503148,100,2203,2049
320503150,100000009,2203,6661
320503151,100,2234,2119
320503153,100000011,2310,883
320503154,100000011,2310,3331
320505019,100000010,126,551
320503156,100,2312,2003
320503161,100000014,2401,553
320505701,100000011,11701,7770
320503163,100000013,2419,3334
320503164,100000050,2447,6663
320503166,100000050,2447,7777
320505554,100000013,9225,3330
320503167,100000016,2447,7774
320503169,100000015,2447,8881
320504539,100000016,9099,7773
320503170,100000103,2453,663
320503172,100,2546,2013
320504540,100000016,9099,5552
320503177,100000015,2582,9992
320506080,100000015,1203,1563
320503179,100000012,2625,660
320506095,100000052,1337,7774
320503180,100000013,2625,773
320506210,100000016,3301,3336
320503182,100000011,2683,7772
320505410,100,6810,2034
320503183,100000011,2701,7773
320505528,100000010,8701,6663
